Yukeo,0.026297784881850184,0.09928080063226939,0.03647058507825278,0.8379508294076277
Turbopolsa,0.01770338408974892,0.0807639330564683,0.629485098587008,0.272047584266775
Torsos,0.07184189792792327,0.04003051624023812,0.6153325276277304,0.27279505820410815
Kamii,0.06895351775483746,0.07930507652456203,0.04521486929366329,0.806526536426937
FreaKii,0.005915741839473694,0.016318248603364467,0.015311077362488079,0.9624549321946738
EyeIgnite,0.0030958802181444327,0.9489661910497994,0.033479480469667665,0.014458448262388438
HotWheelsSid,0.21224209634874713,0.7568185617419487,0.018827904059029957,0.01211143785027399
Fairy Peak,0.018790476604801824,0.03611483267487274,0.03648190783994054,0.9086127828803845
Kia,0.7893023226538335,0.056639609670157263,0.02962265026806217,0.12443541740794703
Siki,0.09651399774476711,0.6921679220629119,0.02175903727799047,0.1895590429143306
Dappur,0.007097896520176948,0.9889669681069267,0.0022386326003364467,0.0016965027725599972
remkoe,0.02665235226806015,0.029676977195789638,0.33548934230390964,0.6081813282322406
Matt,0.08199627333748422,0.8008317678032398,0.035015354376269486,0.08215660448300681
CJM,0.011190164838618576,0.9810079368394162,0.0019205239595098211,0.005881374362455683
SOMA,0.0682184096267098,0.9107337593772649,0.00787616935042788,0.01317166164559731
Plitz,0.09728775861681419,0.8932118307530439,0.005961597746375772,0.003538812883766456
Mijo,0.12476237690602222,0.6796067665471432,0.009862339026776214,0.18576851752005835
Sea-Bass,0.004422586724796861,0.9889990072144336,0.00044141190961224914,0.006136994151157435
Mognus,0.006662942943182957,0.1760221459272765,0.01060454235803984,0.8067103687715008
Ferra,0.21386395342001147,0.6304470365818319,0.09977094695582982,0.05591806304232669
Turtle,0.8641628596450368,0.013947320639452997,0.06250050127999524,0.059389318435514954
CorruptedG,0.09534504281798183,0.6915177934777794,0.025759463619959146,0.1873777000842795
Vogan,0.32131772498974503,0.5804982635136646,0.016344319693816105,0.08183969180277421
Lachinio,0.8102217660122649,0.06882232266548051,0.06301174367517162,0.0579441676470829
Torment,0.11456097337203275,0.010747693893619964,0.06699112848267563,0.8077002042516714
Paschy90,0.12842633173013307,0.07856564193654655,0.1517038983282304,0.6413041280050898
Deevo,0.01478374325624012,0.006775453792576865,0.011900244050492531,0.9665405589006906
Jacob,0.0619925099110959,0.006729594444612066,0.04455377926519777,0.886724116379094
Insolences,0.2042383793119052,0.10302393317847608,0.0227847832146564,0.6699529042949623
Dumbo,0.6769939092409576,0.030711002211385705,0.04792486469468428,0.24437022385297258
Chrome,0.6468808149202395,0.09249520346486526,0.02401927897412923,0.23660470264076594
Lethamyr,0.02267423764955507,0.7433261811560948,0.022606619480749397,0.21139296171360067
Bluey,0.05970992264617751,0.036837794605735025,0.007999554549470801,0.8954527281986167
Doomsee,0.6390667210484213,0.3054976292328497,0.01782690101484458,0.03760874870388435
Jake,0.17619055305724468,0.005961967979893903,0.058946624767970954,0.7589008541948906
ELMP,0.8945325788087732,0.05873566798897653,0.016807666584039253,0.029924086618210947
Walcott,0.08680094116290786,0.7110697226614471,0.0022235613323111,0.19990577484333416
ZeN,0.24704077538990982,0.6854103567789992,0.013859928737576932,0.053688939093514174
Espeon,0.011019151563357433,0.9531301605730086,0.02980914853853253,0.006041539325101489
Chausette45,0.021157515647584425,0.08092881532380151,0.006007224152268268,0.8919064448763455
Daze,0.6944987363672279,0.06681225503768301,0.005970165585657493,0.23271884300943166
Snaski,0.1681552658898178,0.22681476567615935,0.009201816702741302,0.5958281517312819
Sizz,0.3294494359052033,0.05674757717371843,0.00594349851130378,0.6078594884097739
Rizzo,0.06298620407063675,0.004480001547956404,0.010817533028787851,0.9217162613526191
ellusive,0.7251905873987177,0.13567786126045708,0.007621950525724671,0.1315096008151008
Sikii,0.15567494866736373,0.020311359595774098,0.005557522102511723,0.8184561696343504
Genocop,0.7624122564831837,0.1742042968590454,0.007977315680131694,0.055406130977639405
SnarfSnarf,0.4984282359265846,0.0015246145141440258,0.0037215561567949477,0.4963255934024764
Memory,7.785631129354066e-05,0.9881361583738302,0.00016466919909254808,0.01162131611578386
Metsanauris,0.24269000683593608,0.018411161685291572,0.011036220588261095,0.7278626108905114
Klassux,0.09215947540260573,0.03450709776034091,0.012466777472608196,0.8608666493644452
Moses,0.8619147770916118,0.0035908657999014454,0.00460958324136097,0.1298847738671258
Quinn Lobdell,0.9357439646705032,0.048405132709024544,0.011152720618459058,0.004698182002013171
Tequilaz,0.7870911008478233,0.20882276351814907,0.0015725598699445874,0.002513575764083018
Dadooh,0.8466589766968545,0.11190126473626598,0.007096238676314151,0.03434351989056534
Pwndx,0.93983198896913,0.04171459605445073,0.004102680383583527,0.014350734592835772
SadJunior,0.6716868811211276,0.006936799129554598,0.015945852261667306,0.30543046748765057
Montyconnor,0.7431517619914936,0.0008389695626633381,0.002511483650628808,0.25349778479521423
cyrix,0.8362905067916637,0.11638395032233337,0.008766517587187822,0.03855902529881505
Decka,0.7362283637646619,0.19721395939399491,0.007106382830120107,0.0594512940112232
Allushin,0.2594516457227793,0.7360986636651802,0.0010298848675609816,0.003419805744479671
al0t,0.6891509799184157,0.17154517617194784,0.028499687563174062,0.11080415634646266
Jessie,0.9689169268734567,0.006952946171414829,0.001721599823468575,0.022408527131660177
0ver Zer0,0.9356056500234661,0.0011969838585202332,0.010969764885032204,0.0522276012329814
miztik,0.129535892702327,0.005417784653119827,0.009032651927763535,0.8560136707167897
Skyline,0.6453523840959656,0.1096123276739559,0.005035352425105496,0.23999993580497295
Addzey,0.9895837171827279,0.007500636049993245,0.00155565653887943,0.0013599902283995945
Dogu,0.76386419563676,0.1856503546982363,0.0056443850555128435,0.0448410646094906
TyNotTyler,0.9542904817940602,0.003432656910200684,0.0005061590909395293,0.041770702204799504
Timi,0.9520472595326134,0.02363244099555424,0.0026237106514268556,0.021696588820405528
Zensuz,0.9522530697023921,0.013729726855426762,0.0014308529196018955,0.032586350522579154
Zanejackey,0.7404686410194096,0.008156422313814499,0.007291651071808673,0.24408328559496734
Pluto,0.9523822628612719,0.0007171494159674905,0.001379719225157977,0.04552086849760262
Requiem,0.9978545710040988,7.212737814496732e-05,0.00012936384832940104,0.0019439377694269097
Continuum,0.9458261938708349,0.053215199108998,5.9111402530363436e-05,0.0008994956176367986
